global_idx,scenario_id,category,rep_idx,seed,n_taxa,length_nt,theta,rho,beta,alpha,is_recombinant,num_true_trees,num_true_bps,segregating_sites,informative_sites,rhiz_detected,rhiz_num_bps,rhiz_bps,rhiz_time_ms,phi_p_val,phi_detected,maxchi_p_val,maxchi_detected,nss_p_val,nss_detected,phi_suite_time_ms,three_p_val,three_detected,three_time_ms,total_time_ms
1810,null_growth_n50_th20_beta5,null_growth,10,34394191,50,1000,20.0,0.0,5.0,inf,False,1,0,58,41,False,0,,34.43,1.0,False,0.855,False,1.0,False,391.48,1.0,False,234.1,672.98
1811,null_growth_n50_th20_beta5,null_growth,11,34402110,50,1000,20.0,0.0,5.0,inf,False,1,0,41,31,False,0,,34.24,0.629,False,0.608,False,0.309,False,293.09,1.0,False,176.13,517.35
1812,null_growth_n50_th20_beta5,null_growth,12,34410029,50,1000,20.0,0.0,5.0,inf,False,1,0,56,41,False,0,,40.21,1.0,False,0.706,False,1.0,False,379.18,1.0,False,224.73,659.36
1813,null_growth_n50_th20_beta5,null_growth,13,34417948,50,1000,20.0,0.0,5.0,inf,False,1,0,42,21,False,0,,37.01,1.0,False,0.733,False,1.0,False,290.85,1.0,False,180.71,520.64
1814,null_growth_n50_th20_beta5,null_growth,14,34425867,50,1000,20.0,0.0,5.0,inf,False,1,0,57,30,False,0,,37.68,0.241,False,0.961,False,1.0,False,385.07,1.0,False,213.37,649.68
1815,null_growth_n50_th20_beta5,null_growth,15,34433786,50,1000,20.0,0.0,5.0,inf,False,1,0,42,30,False,0,,36.38,1.0,False,0.357,False,1.0,False,306.92,1.0,False,169.99,525.76
1816,null_growth_n50_th20_beta5,null_growth,16,34441705,50,1000,20.0,0.0,5.0,inf,False,1,0,42,30,False,0,,32.91,1.0,False,0.415,False,1.0,False,302.07,1.0,False,177.01,524.8
1817,null_growth_n50_th20_beta5,null_growth,17,34449624,50,1000,20.0,0.0,5.0,inf,False,1,0,43,23,False,0,,37.18,1.0,False,0.19,False,1.0,False,300.25,1.0,False,175.88,526.64
1818,null_growth_n50_th20_beta5,null_growth,18,34457543,50,1000,20.0,0.0,5.0,inf,False,1,0,43,28,False,0,,37.21,1.0,False,0.556,False,1.0,False,299.99,1.0,False,175.87,525.82
1819,null_growth_n50_th20_beta5,null_growth,19,34465462,50,1000,20.0,0.0,5.0,inf,False,1,0,56,37,False,0,,34.29,0.483,False,0.382,False,1.0,False,376.5,1.0,False,218.33,642.21
1820,null_growth_n50_th20_beta5,null_growth,20,34473381,50,1000,20.0,0.0,5.0,inf,False,1,0,53,39,False,0,,35.81,1.0,False,0.358,False,1.0,False,359.76,1.0,False,211.21,619.88
1821,null_growth_n50_th20_beta5,null_growth,21,34481300,50,1000,20.0,0.0,5.0,inf,False,1,0,38,30,False,0,,31.97,1.0,False,0.223,False,1.0,False,261.69,1.0,False,165.86,470.61
1822,null_growth_n50_th20_beta5,null_growth,22,34489219,50,1000,20.0,0.0,5.0,inf,False,1,0,61,34,False,0,,36.44,1.0,False,0.814,False,1.0,False,415.46,1.0,False,220.41,683.87
1823,null_growth_n50_th20_beta5,null_growth,23,34497138,50,1000,20.0,0.0,5.0,inf,False,1,0,47,31,False,0,,38.1,1.0,False,0.18,False,1.0,False,329.89,1.0,False,194.33,575.49
1824,null_growth_n50_th20_beta5,null_growth,24,34505057,50,1000,20.0,0.0,5.0,inf,False,1,0,53,27,False,0,,32.26,0.45,False,0.481,False,0.023,True,367.79,1.0,False,194.06,607.09
1825,null_growth_n50_th20_beta5,null_growth,25,34512976,50,1000,20.0,0.0,5.0,inf,False,1,0,44,32,False,0,,42.29,1.0,False,0.568,False,1.0,False,303.18,1.0,False,176.0,534.16
1826,null_growth_n50_th20_beta5,null_growth,26,34520895,50,1000,20.0,0.0,5.0,inf,False,1,0,61,29,True,1,408,45.27,1.0,False,0.055,False,1.0,False,410.41,1.0,False,226.15,695.76
1827,null_growth_n50_th20_beta5,null_growth,27,34528814,50,1000,20.0,0.0,5.0,inf,False,1,0,40,23,False,0,,35.33,1.0,False,0.049,True,1.0,False,281.5,1.0,False,167.12,500.49
1828,null_growth_n50_th20_beta5,null_growth,28,34536733,50,1000,20.0,0.0,5.0,inf,False,1,0,45,29,False,0,,34.03,1.0,False,0.823,False,1.0,False,309.04,1.0,False,188.42,548.67
1829,null_growth_n50_th20_beta5,null_growth,29,34544652,50,1000,20.0,0.0,5.0,inf,False,1,0,43,33,False,0,,34.24,1.0,False,0.482,False,1.0,False,297.86,1.0,False,193.03,540.97
1830,null_growth_n50_th20_beta5,null_growth,30,34552571,50,1000,20.0,0.0,5.0,inf,False,1,0,55,38,False,0,,35.0,0.773,False,0.917,False,0.331,False,382.99,1.0,False,216.19,647.56
1831,null_growth_n50_th20_beta5,null_growth,31,34560490,50,1000,20.0,0.0,5.0,inf,False,1,0,58,38,False,0,,31.23,1.0,False,0.603,False,1.0,False,392.25,1.0,False,219.99,656.44
1832,null_growth_n50_th20_beta5,null_growth,32,34568409,50,1000,20.0,0.0,5.0,inf,False,1,0,61,44,False,0,,33.69,1.0,False,0.304,False,1.0,False,411.89,1.0,False,228.84,688.41
1833,null_growth_n50_th20_beta5,null_growth,33,34576328,50,1000,20.0,0.0,5.0,inf,False,1,0,41,22,False,0,,32.74,1.0,False,0.147,False,1.0,False,285.01,1.0,False,170.87,501.09
1834,null_growth_n50_th20_beta5,null_growth,34,34584247,50,1000,20.0,0.0,5.0,inf,False,1,0,52,40,False,0,,36.51,1.0,False,0.877,False,1.0,False,359.88,1.0,False,202.24,610.34
1835,null_growth_n50_th20_beta5,null_growth,35,34592166,50,1000,20.0,0.0,5.0,inf,False,1,0,57,38,False,0,,34.4,1.0,False,0.599,False,1.0,False,383.68,1.0,False,217.45,650.07
1836,null_growth_n50_th20_beta5,null_growth,36,34600085,50,1000,20.0,0.0,5.0,inf,False,1,0,70,50,True,1,406,44.6,1.0,False,0.36,False,1.0,False,468.5,1.0,False,252.11,778.57
1837,null_growth_n50_th20_beta5,null_growth,37,34608004,50,1000,20.0,0.0,5.0,inf,False,1,0,44,25,False,0,,35.04,1.0,False,0.303,False,1.0,False,312.13,1.0,False,172.79,531.9
1838,null_growth_n50_th20_beta5,null_growth,38,34615923,50,1000,20.0,0.0,5.0,inf,False,1,0,55,36,False,0,,35.3,1.0,False,0.716,False,1.0,False,371.29,1.0,False,217.26,637.12
1839,null_growth_n50_th20_beta5,null_growth,39,34623842,50,1000,20.0,0.0,5.0,inf,False,1,0,55,39,False,0,,36.0,1.0,False,0.283,False,1.0,False,370.62,1.0,False,218.72,638.44
1840,null_growth_n50_th20_beta5,null_growth,40,34631761,50,1000,20.0,0.0,5.0,inf,False,1,0,46,28,False,0,,32.25,0.975,False,0.095,False,1.0,False,312.89,1.0,False,187.32,545.83
1841,null_growth_n50_th20_beta5,null_growth,41,34639680,50,1000,20.0,0.0,5.0,inf,False,1,0,37,27,False,0,,36.81,1.0,False,0.774,False,1.0,False,264.66,1.0,False,166.13,486.46
1842,null_growth_n50_th20_beta5,null_growth,42,34647599,50,1000,20.0,0.0,5.0,inf,False,1,0,70,53,False,0,,30.69,0.638,False,0.424,False,0.095,False,474.3,1.0,False,253.26,771.78
1843,null_growth_n50_th20_beta5,null_growth,43,34655518,50,1000,20.0,0.0,5.0,inf,False,1,0,37,30,False,0,,37.02,1.0,False,0.958,False,1.0,False,272.13,1.0,False,160.6,482.19
1844,null_growth_n50_th20_beta5,null_growth,44,34663437,50,1000,20.0,0.0,5.0,inf,False,1,0,47,28,False,0,,38.51,0.909,False,0.036,True,0.728,False,329.76,1.0,False,190.51,571.68
1845,null_growth_n50_th20_beta5,null_growth,45,34671356,50,1000,20.0,0.0,5.0,inf,False,1,0,43,28,False,0,,31.46,1.0,False,0.326,False,1.0,False,306.31,1.0,False,187.63,538.05
1846,null_growth_n50_th20_beta5,null_growth,46,34679275,50,1000,20.0,0.0,5.0,inf,False,1,0,49,36,False,0,,33.93,1.0,False,0.871,False,1.0,False,335.68,1.0,False,213.29,597.79
1847,null_growth_n50_th20_beta5,null_growth,47,34687194,50,1000,20.0,0.0,5.0,inf,False,1,0,45,27,False,0,,37.02,1.0,False,0.88,False,1.0,False,309.8,1.0,False,200.82,561.06
1848,null_growth_n50_th20_beta5,null_growth,48,34695113,50,1000,20.0,0.0,5.0,inf,False,1,0,41,26,False,0,,39.47,1.0,False,0.39,False,1.0,False,287.09,1.0,False,195.94,536.23
1849,null_growth_n50_th20_beta5,null_growth,49,34703032,50,1000,20.0,0.0,5.0,inf,False,1,0,42,29,False,0,,34.06,0.186,False,0.668,False,1.0,False,290.89,1.0,False,189.34,525.8
1850,null_growth_n50_th20_beta20,null_growth,0,34710951,50,1000,20.0,0.0,20.0,inf,False,1,0,23,16,False,0,,37.44,1.0,False,0.446,False,1.0,False,172.81,1.0,False,136.53,359.5
1851,null_growth_n50_th20_beta20,null_growth,1,34718870,50,1000,20.0,0.0,20.0,inf,False,1,0,27,15,False,0,,33.61,1.0,False,0.99,False,1.0,False,204.79,1.0,False,128.04,378.14
1852,null_growth_n50_th20_beta20,null_growth,2,34726789,50,1000,20.0,0.0,20.0,inf,False,1,0,29,15,False,0,,38.05,1.0,False,0.936,False,1.0,False,214.98,1.0,False,133.62,399.35
1853,null_growth_n50_th20_beta20,null_growth,3,34734708,50,1000,20.0,0.0,20.0,inf,False,1,0,35,24,False,0,,31.08,1.0,False,0.54,False,1.0,False,243.26,1.0,False,163.28,450.27
1854,null_growth_n50_th20_beta20,null_growth,4,34742627,50,1000,20.0,0.0,20.0,inf,False,1,0,23,14,False,0,,33.37,1.0,False,0.276,False,1.0,False,168.42,1.0,False,124.87,338.69
1855,null_growth_n50_th20_beta20,null_growth,5,34750546,50,1000,20.0,0.0,20.0,inf,False,1,0,28,14,False,0,,36.5,1.0,False,0.998,False,1.0,False,200.56,1.0,False,149.61,400.52
1856,null_growth_n50_th20_beta20,null_growth,6,34758465,50,1000,20.0,0.0,20.0,inf,False,1,0,30,21,False,0,,33.44,1.0,False,0.787,False,1.0,False,213.62,1.0,False,150.22,409.75
1857,null_growth_n50_th20_beta20,null_growth,7,34766384,50,1000,20.0,0.0,20.0,inf,False,1,0,26,15,False,0,,30.86,1.0,False,0.044,True,1.0,False,187.15,1.0,False,141.67,371.13
1858,null_growth_n50_th20_beta20,null_growth,8,34774303,50,1000,20.0,0.0,20.0,inf,False,1,0,32,16,False,0,,30.49,1.0,False,0.265,False,1.0,False,227.24,1.0,False,153.28,424.87
1859,null_growth_n50_th20_beta20,null_growth,9,34782222,50,1000,20.0,0.0,20.0,inf,False,1,0,20,8,False,0,,43.33,1.0,False,0.346,False,1.0,False,161.98,1.0,False,110.66,327.26
1860,null_growth_n50_th20_beta20,null_growth,10,34790141,50,1000,20.0,0.0,20.0,inf,False,1,0,31,14,False,0,,33.28,1.0,False,0.011,True,1.0,False,255.67,1.0,False,134.58,435.51
1861,null_growth_n50_th20_beta20,null_growth,11,34798060,50,1000,20.0,0.0,20.0,inf,False,1,0,29,15,False,0,,36.94,1.0,False,1.0,False,1.0,False,207.49,1.0,False,129.83,388.14
1862,null_growth_n50_th20_beta20,null_growth,12,34805979,50,1000,20.0,0.0,20.0,inf,False,1,0,52,34,False,0,,39.65,1.0,False,0.483,False,1.0,False,356.29,1.0,False,198.73,609.99
1863,null_growth_n50_th20_beta20,null_growth,13,34813898,50,1000,20.0,0.0,20.0,inf,False,1,0,31,19,False,0,,38.16,1.0,False,0.881,False,1.0,False,218.23,1.0,False,144.91,415.32
1864,null_growth_n50_th20_beta20,null_growth,14,34821817,50,1000,20.0,0.0,20.0,inf,False,1,0,38,21,False,0,,38.64,1.0,False,0.378,False,1.0,False,262.82,1.0,False,186.46,502.72
1865,null_growth_n50_th20_beta20,null_growth,15,34829736,50,1000,20.0,0.0,20.0,inf,False,1,0,38,22,False,0,,35.81,0.889,False,0.169,False,1.0,False,257.43,1.0,False,182.59,488.27
1866,null_growth_n50_th20_beta20,null_growth,16,34837655,50,1000,20.0,0.0,20.0,inf,False,1,0,26,18,False,0,,30.62,1.0,False,0.488,False,1.0,False,184.71,1.0,False,132.2,358.9
1867,null_growth_n50_th20_beta20,null_growth,17,34845574,50,1000,20.0,0.0,20.0,inf,False,1,0,23,17,False,0,,36.83,1.0,False,0.864,False,1.0,False,165.52,1.0,False,141.32,357.18
1868,null_growth_n50_th20_beta20,null_growth,18,34853493,50,1000,20.0,0.0,20.0,inf,False,1,0,33,19,False,0,,38.23,1.0,False,0.585,False,1.0,False,245.45,1.0,False,143.51,439.88
1869,null_growth_n50_th20_beta20,null_growth,19,34861412,50,1000,20.0,0.0,20.0,inf,False,1,0,32,19,False,0,,36.23,1.0,False,0.394,False,1.0,False,234.15,1.0,False,136.5,422.29
1870,null_growth_n50_th20_beta20,null_growth,20,34869331,50,1000,20.0,0.0,20.0,inf,False,1,0,26,17,False,0,,33.81,1.0,False,0.15,False,1.0,False,190.69,1.0,False,146.88,386.01
1871,null_growth_n50_th20_beta20,null_growth,21,34877250,50,1000,20.0,0.0,20.0,inf,False,1,0,26,12,False,0,,32.81,1.0,False,0.425,False,1.0,False,198.61,1.0,False,131.84,377.89
1872,null_growth_n50_th20_beta20,null_growth,22,34885169,50,1000,20.0,0.0,20.0,inf,False,1,0,28,19,False,0,,41.55,1.0,False,0.672,False,1.0,False,201.18,1.0,False,170.36,426.33
1873,null_growth_n50_th20_beta20,null_growth,23,34893088,50,1000,20.0,0.0,20.0,inf,False,1,0,40,16,False,0,,38.51,1.0,False,0.923,False,1.0,False,279.53,1.0,False,162.41,494.52
1874,null_growth_n50_th20_beta20,null_growth,24,34901007,50,1000,20.0,0.0,20.0,inf,False,1,0,26,10,False,0,,31.47,1.0,False,0.623,False,1.0,False,189.08,1.0,False,150.53,383.06
1875,null_growth_n50_th20_beta20,null_growth,25,34908926,50,1000,20.0,0.0,20.0,inf,False,1,0,33,22,False,0,,44.1,1.0,False,0.556,False,1.0,False,235.28,1.0,False,141.42,432.97
1876,null_growth_n50_th20_beta20,null_growth,26,34916845,50,1000,20.0,0.0,20.0,inf,False,1,0,32,19,False,0,,46.25,1.0,False,0.955,False,1.0,False,244.57,1.0,False,143.15,447.29
1877,null_growth_n50_th20_beta20,null_growth,27,34924764,50,1000,20.0,0.0,20.0,inf,False,1,0,36,22,False,0,,47.49,1.0,False,0.7,False,1.0,False,252.76,1.0,False,165.99,480.25
1878,null_growth_n50_th20_beta20,null_growth,28,34932683,50,1000,20.0,0.0,20.0,inf,False,1,0,18,6,False,0,,35.07,1.0,False,0.962,False,1.0,False,139.72,1.0,False,102.88,292.1
1879,null_growth_n50_th20_beta20,null_growth,29,34940602,50,1000,20.0,0.0,20.0,inf,False,1,0,27,9,False,0,,31.08,1.0,False,0.951,False,1.0,False,207.87,1.0,False,132.38,384.01
1880,null_growth_n50_th20_beta20,null_growth,30,34948521,50,1000,20.0,0.0,20.0,inf,False,1,0,18,11,False,0,,31.09,1.0,False,0.999,False,1.0,False,143.3,1.0,False,107.7,294.8
1881,null_growth_n50_th20_beta20,null_growth,31,34956440,50,1000,20.0,0.0,20.0,inf,False,1,0,29,15,False,0,,36.27,1.0,False,0.968,False,1.0,False,208.24,1.0,False,131.4,389.13
1882,null_growth_n50_th20_beta20,null_growth,32,34964359,50,1000,20.0,0.0,20.0,inf,False,1,0,42,25,False,0,,35.19,1.0,False,0.667,False,1.0,False,293.29,1.0,False,173.94,515.22
1883,null_growth_n50_th20_beta20,null_growth,33,34972278,50,1000,20.0,0.0,20.0,inf,False,1,0,31,19,False,0,,33.72,1.0,False,0.404,False,1.0,False,221.01,1.0,False,141.63,409.5
1884,null_growth_n50_th20_beta20,null_growth,34,34980197,50,1000,20.0,0.0,20.0,inf,False,1,0,36,27,False,0,,41.41,1.0,False,0.075,False,1.0,False,247.56,1.0,False,164.99,466.14
1885,null_growth_n50_th20_beta20,null_growth,35,34988116,50,1000,20.0,0.0,20.0,inf,False,1,0,43,20,False,0,,32.17,1.0,False,0.766,False,1.0,False,298.5,1.0,False,171.53,515.04
1886,null_growth_n50_th20_beta20,null_growth,36,34996035,50,1000,20.0,0.0,20.0,inf,False,1,0,21,14,False,0,,32.92,1.0,False,0.936,False,1.0,False,164.86,1.0,False,118.01,329.55
1887,null_growth_n50_th20_beta20,null_growth,37,35003954,50,1000,20.0,0.0,20.0,inf,False,1,0,43,25,False,0,,32.71,0.54,False,0.741,False,0.121,False,304.33,1.0,False,172.85,523.76
1888,null_growth_n50_th20_beta20,null_growth,38,35011873,50,1000,20.0,0.0,20.0,inf,False,1,0,27,13,False,0,,37.25,1.0,False,0.715,False,1.0,False,199.72,1.0,False,133.09,381.6
1889,null_growth_n50_th20_beta20,null_growth,39,35019792,50,1000,20.0,0.0,20.0,inf,False,1,0,41,19,False,0,,34.24,1.0,False,0.48,False,1.0,False,294.5,1.0,False,165.03,506.54
1890,null_growth_n50_th20_beta20,null_growth,40,35027711,50,1000,20.0,0.0,20.0,inf,False,1,0,28,14,False,0,,44.99,1.0,False,0.238,False,1.0,False,210.65,1.0,False,131.6,398.92
1891,null_growth_n50_th20_beta20,null_growth,41,35035630,50,1000,20.0,0.0,20.0,inf,False,1,0,26,14,False,0,,39.22,1.0,False,0.266,False,1.0,False,190.85,1.0,False,138.23,381.51
1892,null_growth_n50_th20_beta20,null_growth,42,35043549,50,1000,20.0,0.0,20.0,inf,False,1,0,25,17,False,0,,30.4,1.0,False,0.982,False,1.0,False,196.68,1.0,False,134.72,375.93
1893,null_growth_n50_th20_beta20,null_growth,43,35051468,50,1000,20.0,0.0,20.0,inf,False,1,0,32,16,False,0,,37.6,1.0,False,0.649,False,1.0,False,231.48,1.0,False,143.61,424.43
1894,null_growth_n50_th20_beta20,null_growth,44,35059387,50,1000,20.0,0.0,20.0,inf,False,1,0,29,23,False,0,,36.12,0.325,False,0.979,False,1.0,False,212.36,1.0,False,138.48,399.15
1895,null_growth_n50_th20_beta20,null_growth,45,35067306,50,1000,20.0,0.0,20.0,inf,False,1,0,26,14,False,0,,34.79,1.0,False,0.087,False,1.0,False,195.4,1.0,False,129.14,371.97
1896,null_growth_n50_th20_beta20,null_growth,46,35075225,50,1000,20.0,0.0,20.0,inf,False,1,0,37,24,False,0,,30.49,1.0,False,0.965,False,1.0,False,273.32,1.0,False,162.23,478.89
1897,null_growth_n50_th20_beta20,null_growth,47,35083144,50,1000,20.0,0.0,20.0,inf,False,1,0,22,17,False,0,,47.91,1.0,False,1.0,False,1.0,False,171.78,1.0,False,122.31,356.55
1898,null_growth_n50_th20_beta20,null_growth,48,35091063,50,1000,20.0,0.0,20.0,inf,False,1,0,27,16,False,0,,42.52,1.0,False,0.047,True,1.0,False,197.41,1.0,False,130.17,382.94
1899,null_growth_n50_th20_beta20,null_growth,49,35098982,50,1000,20.0,0.0,20.0,inf,False,1,0,37,25,False,0,,37.52,0.653,False,0.745,False,0.633,False,268.72,1.0,False,161.71,481.01
1900,null_gamma_n10_th10_alpha0.5,null_gamma,0,35106901,10,1000,10.0,0.0,0.0,0.5,False,1,0,16,6,False,0,,4.46,1.0,False,0.951,False,1.0,False,26.18,1.0,False,32.46,72.67
1901,null_gamma_n10_th10_alpha0.5,null_gamma,1,35114820,10,1000,10.0,0.0,0.0,0.5,False,1,0,20,14,False,0,,5.77,1.0,False,0.542,False,1.0,False,29.93,1.0,False,34.74,81.33
1902,null_gamma_n10_th10_alpha0.5,null_gamma,2,35122739,10,1000,10.0,0.0,0.0,0.5,False,1,0,11,4,False,0,,4.58,1.0,False,0.677,False,1.0,False,26.67,1.0,False,33.64,74.84
1903,null_gamma_n10_th10_alpha0.5,null_gamma,3,35130658,10,1000,10.0,0.0,0.0,0.5,False,1,0,45,42,False,0,,6.58,1.0,False,0.262,False,1.0,False,37.75,1.0,False,32.94,87.82
1904,null_gamma_n10_th10_alpha0.5,null_gamma,4,35138577,10,1000,10.0,0.0,0.0,0.5,False,1,0,30,6,False,0,,5.17,1.0,False,0.974,False,1.0,False,31.25,1.0,False,32.6,81.05
1905,null_gamma_n10_th10_alpha0.5,null_gamma,5,35146496,10,1000,10.0,0.0,0.0,0.5,False,1,0,30,15,False,0,,6.71,1.0,False,0.667,False,1.0,False,30.49,1.0,False,44.64,91.78
1906,null_gamma_n10_th10_alpha0.5,null_gamma,6,35154415,10,1000,10.0,0.0,0.0,0.5,False,1,0,20,2,False,0,,5.46,1.0,False,1.0,False,1.0,False,27.74,1.0,False,45.51,88.41
1907,null_gamma_n10_th10_alpha0.5,null_gamma,7,35162334,10,1000,10.0,0.0,0.0,0.5,False,1,0,21,12,False,0,,6.19,1.0,False,0.968,False,1.0,False,29.52,1.0,False,32.38,78.51
1908,null_gamma_n10_th10_alpha0.5,null_gamma,8,35170253,10,1000,10.0,0.0,0.0,0.5,False,1,0,8,5,False,0,,4.71,0.207,False,0.85,False,0.695,False,25.72,1.0,False,31.76,73.43
1909,null_gamma_n10_th10_alpha0.5,null_gamma,9,35178172,10,1000,10.0,0.0,0.0,0.5,False,1,0,86,7,False,0,,6.45,0.0899,False,0.161,False,0.705,False,44.85,1.0,False,37.81,99.71
1910,null_gamma_n10_th10_alpha0.5,null_gamma,10,35186091,10,1000,10.0,0.0,0.0,0.5,False,1,0,19,6,False,0,,6.34,1.0,False,0.766,False,1.0,False,27.82,1.0,False,30.71,75.4
1911,null_gamma_n10_th10_alpha0.5,null_gamma,11,35194010,10,1000,10.0,0.0,0.0,0.5,False,1,0,34,27,False,0,,5.43,1.0,False,0.992,False,1.0,False,32.3,1.0,False,32.31,81.63
1912,null_gamma_n10_th10_alpha0.5,null_gamma,12,35201929,10,1000,10.0,0.0,0.0,0.5,False,1,0,31,26,False,0,,5.2,0.541,False,0.707,False,0.604,False,31.19,1.0,False,37.85,83.77
1913,null_gamma_n10_th10_alpha0.5,null_gamma,13,35209848,10,1000,10.0,0.0,0.0,0.5,False,1,0,21,13,False,0,,6.36,1.0,False,0.974,False,1.0,False,32.22,1.0,False,37.36,86.01
1914,null_gamma_n10_th10_alpha0.5,null_gamma,14,35217767,10,1000,10.0,0.0,0.0,0.5,False,1,0,19,12,False,0,,5.24,1.0,False,0.396,False,1.0,False,32.49,1.0,False,37.87,85.68
1915,null_gamma_n10_th10_alpha0.5,null_gamma,15,35225686,10,1000,10.0,0.0,0.0,0.5,False,1,0,33,13,False,0,,6.04,1.0,False,0.701,False,1.0,False,34.19,1.0,False,35.03,85.38
1916,null_gamma_n10_th10_alpha0.5,null_gamma,16,35233605,10,1000,10.0,0.0,0.0,0.5,False,1,0,23,16,False,0,,5.99,1.0,False,0.72,False,1.0,False,29.87,1.0,False,32.1,78.15
1917,null_gamma_n10_th10_alpha0.5,null_gamma,17,35241524,10,1000,10.0,0.0,0.0,0.5,False,1,0,33,25,False,0,,6.41,1.0,False,0.532,False,1.0,False,35.59,1.0,False,30.95,85.8
1918,null_gamma_n10_th10_alpha0.5,null_gamma,18,35249443,10,1000,10.0,0.0,0.0,0.5,False,1,0,70,59,False,0,,6.44,0.242,False,0.432,False,1.0,False,43.91,1.0,False,34.04,96.97
1919,null_gamma_n10_th10_alpha0.5,null_gamma,19,35257362,10,1000,10.0,0.0,0.0,0.5,False,1,0,40,36,False,0,,6.61,0.848,False,0.868,False,0.07,False,35.83,1.0,False,34.71,88.49
1920,null_gamma_n10_th10_alpha0.5,null_gamma,20,35265281,10,1000,10.0,0.0,0.0,0.5,False,1,0,11,7,False,0,,5.39,1.0,False,0.993,False,1.0,False,26.21,1.0,False,32.93,75.87
1921,null_gamma_n10_th10_alpha0.5,null_gamma,21,35273200,10,1000,10.0,0.0,0.0,0.5,False,1,0,25,13,False,0,,5.89,1.0,False,0.864,False,1.0,False,30.06,1.0,False,32.38,78.28
1922,null_gamma_n10_th10_alpha0.5,null_gamma,22,35281119,10,1000,10.0,0.0,0.0,0.5,False,1,0,35,20,False,0,,6.52,1.0,False,0.926,False,1.0,False,35.87,1.0,False,34.81,86.52
1923,null_gamma_n10_th10_alpha0.5,null_gamma,23,35289038,10,1000,10.0,0.0,0.0,0.5,False,1,0,21,18,False,0,,6.05,1.0,False,0.651,False,1.0,False,31.43,1.0,False,31.65,79.01
1924,null_gamma_n10_th10_alpha0.5,null_gamma,24,35296957,10,1000,10.0,0.0,0.0,0.5,False,1,0,19,2,False,0,,7.23,1.0,False,1.0,False,1.0,False,30.28,1.0,False,31.03,78.49
1925,null_gamma_n10_th10_alpha0.5,null_gamma,25,35304876,10,1000,10.0,0.0,0.0,0.5,False,1,0,33,24,False,0,,5.71,1.0,False,0.843,False,1.0,False,34.03,1.0,False,39.73,88.56
1926,null_gamma_n10_th10_alpha0.5,null_gamma,26,35312795,10,1000,10.0,0.0,0.0,0.5,False,1,0,15,8,False,0,,6.17,1.0,False,0.552,False,1.0,False,27.89,1.0,False,35.32,81.29
1927,null_gamma_n10_th10_alpha0.5,null_gamma,27,35320714,10,1000,10.0,0.0,0.0,0.5,False,1,0,17,0,False,0,,5.56,1.0,False,1.0,False,1.0,False,28.19,1.0,False,35.83,81.25
1928,null_gamma_n10_th10_alpha0.5,null_gamma,28,35328633,10,1000,10.0,0.0,0.0,0.5,False,1,0,34,28,False,0,,5.49,1.0,False,0.222,False,1.0,False,32.56,1.0,False,32.75,82.79
1929,null_gamma_n10_th10_alpha0.5,null_gamma,29,35336552,10,1000,10.0,0.0,0.0,0.5,False,1,0,34,31,False,0,,5.27,1.0,False,0.964,False,1.0,False,34.87,1.0,False,38.43,90.38
1930,null_gamma_n10_th10_alpha0.5,null_gamma,30,35344471,10,1000,10.0,0.0,0.0,0.5,False,1,0,20,5,False,0,,5.27,1.0,False,0.175,False,1.0,False,30.74,1.0,False,34.3,81.31
1931,null_gamma_n10_th10_alpha0.5,null_gamma,31,35352390,10,1000,10.0,0.0,0.0,0.5,False,1,0,18,13,False,0,,5.35,1.0,False,0.566,False,1.0,False,29.48,1.0,False,35.73,81.3
1932,null_gamma_n10_th10_alpha0.5,null_gamma,32,35360309,10,1000,10.0,0.0,0.0,0.5,False,1,0,28,23,False,0,,5.8,1.0,False,0.515,False,1.0,False,33.64,1.0,False,30.37,80.54
1933,null_gamma_n10_th10_alpha0.5,null_gamma,33,35368228,10,1000,10.0,0.0,0.0,0.5,False,1,0,38,17,False,0,,5.77,1.0,False,0.109,False,1.0,False,31.63,1.0,False,37.18,86.86
1934,null_gamma_n10_th10_alpha0.5,null_gamma,34,35376147,10,1000,10.0,0.0,0.0,0.5,False,1,0,4,2,False,0,,2.1,1.0,False,1.0,False,1.0,False,25.36,1.0,False,32.99,70.33
1935,null_gamma_n10_th10_alpha0.5,null_gamma,35,35384066,10,1000,10.0,0.0,0.0,0.5,False,1,0,4,2,False,0,,4.03,1.0,False,1.0,False,1.0,False,27.33,1.0,False,37.56,79.05
1936,null_gamma_n10_th10_alpha0.5,null_gamma,36,35391985,10,1000,10.0,0.0,0.0,0.5,False,1,0,22,17,False,0,,6.0,1.0,False,0.249,False,1.0,False,30.08,1.0,False,35.04,83.86
1937,null_gamma_n10_th10_alpha0.5,null_gamma,37,35399904,10,1000,10.0,0.0,0.0,0.5,False,1,0,39,34,False,0,,5.29,1.0,False,0.323,False,1.0,False,35.57,1.0,False,42.51,94.14
1938,null_gamma_n10_th10_alpha0.5,null_gamma,38,35407823,10,1000,10.0,0.0,0.0,0.5,False,1,0,33,11,False,0,,4.98,1.0,False,0.081,False,1.0,False,33.35,1.0,False,43.23,91.59
1939,null_gamma_n10_th10_alpha0.5,null_gamma,39,35415742,10,1000,10.0,0.0,0.0,0.5,False,1,0,21,17,False,0,,5.32,1.0,False,0.853,False,1.0,False,31.07,1.0,False,43.91,90.81
