global_idx,scenario_id,category,rep_idx,seed,n_taxa,length_nt,theta,rho,beta,alpha,is_recombinant,num_true_trees,num_true_bps,segregating_sites,informative_sites,rhiz_detected,rhiz_num_bps,rhiz_bps,rhiz_time_ms,phi_p_val,phi_detected,maxchi_p_val,maxchi_detected,nss_p_val,nss_detected,phi_suite_time_ms,three_p_val,three_detected,three_time_ms,total_time_ms
548,power_n10_th20_rho16,power,48,24400413,10,1000,20.0,16.0,0.0,inf,True,32,31,55,29,True,3,854;290;633,10.17,5.6e-06,True,0.094,False,0.0,True,29.25,1.0,False,22.61,72.27
549,power_n10_th20_rho16,power,49,24408332,10,1000,20.0,16.0,0.0,inf,True,47,46,66,41,True,2,730;453,10.86,2.23e-10,True,0.012,True,0.0,True,34.55,8.3212e-06,True,30.16,87.07
550,power_n10_th20_rho64,power,0,24416251,10,1000,20.0,64.0,0.0,inf,True,133,132,61,37,True,2,408;558,11.14,3.6e-14,True,0.012,True,0.0,True,34.24,1.8355586e-05,True,30.2,87.11
551,power_n10_th20_rho64,power,1,24424170,10,1000,20.0,64.0,0.0,inf,True,118,117,49,31,True,1,460,11.09,1.28e-13,True,0.138,False,0.0,True,28.51,4.807416e-06,True,32.25,81.73
552,power_n10_th20_rho64,power,2,24432089,10,1000,20.0,64.0,0.0,inf,True,135,134,38,16,False,0,,6.26,0.00367,True,0.269,False,0.0,True,25.01,1.0,False,29.62,71.39
553,power_n10_th20_rho64,power,3,24440008,10,1000,20.0,64.0,0.0,inf,True,147,146,58,28,False,0,,7.19,1.13e-05,True,0.046,True,0.0,True,31.42,1.0,False,26.18,76.55
554,power_n10_th20_rho64,power,4,24447927,10,1000,20.0,64.0,0.0,inf,True,124,123,45,22,False,0,,6.77,0.00957,True,0.568,False,0.003,True,26.23,1.0,False,28.46,72.91
555,power_n10_th20_rho64,power,5,24455846,10,1000,20.0,64.0,0.0,inf,True,150,149,51,31,True,3,396;694;620,12.83,5.59e-09,True,0.008,True,0.0,True,29.96,1.0,False,25.42,80.6
556,power_n10_th20_rho64,power,6,24463765,10,1000,20.0,64.0,0.0,inf,True,150,149,59,37,True,3,548;777;717,14.46,8.32e-07,True,0.016,True,0.0,True,32.93,1.587586e-06,True,25.69,84.35
557,power_n10_th20_rho64,power,7,24471684,10,1000,20.0,64.0,0.0,inf,True,134,133,64,34,True,2,280;498,10.75,1.82e-19,True,0.0,True,0.0,True,33.88,6.71898e-07,True,30.46,85.16
558,power_n10_th20_rho64,power,8,24479603,10,1000,20.0,64.0,0.0,inf,True,125,124,46,21,True,1,286,9.69,0.0011,True,0.007,True,0.001,True,26.83,1.0,False,22.97,69.08
559,power_n10_th20_rho64,power,9,24487522,10,1000,20.0,64.0,0.0,inf,True,139,138,58,33,True,1,726,8.67,9.47e-12,True,0.062,False,0.0,True,31.38,1.2237057e-05,True,299.54,351.68
560,power_n10_th20_rho64,power,10,24495441,10,1000,20.0,64.0,0.0,inf,True,156,155,62,29,False,0,,5.79,8.71e-05,True,0.017,True,0.0,True,30.81,1.0,False,296.18,346.71
561,power_n10_th20_rho64,power,11,24503360,10,1000,20.0,64.0,0.0,inf,True,109,108,40,17,False,0,,6.7,0.0115,True,0.541,False,0.399,False,25.07,1.0,False,294.88,339.08
562,power_n10_th20_rho64,power,12,24511279,10,1000,20.0,64.0,0.0,inf,True,185,184,81,38,True,2,254;448,11.05,3.14e-14,True,0.002,True,0.0,True,38.66,4.9603e-07,True,283.33,344.93
563,power_n10_th20_rho64,power,13,24519198,10,1000,20.0,64.0,0.0,inf,True,130,129,57,24,False,0,,7.49,4.93e-07,True,0.038,True,0.185,False,295.61,1.0,False,32.97,346.48
564,power_n10_th20_rho64,power,14,24527117,10,1000,20.0,64.0,0.0,inf,True,154,153,51,36,True,3,682;336;467,11.05,3.4e-17,True,0.003,True,0.0,True,490.52,2.895655e-06,True,44.49,557.29
565,power_n10_th20_rho64,power,15,24535036,10,1000,20.0,64.0,0.0,inf,True,116,115,44,29,True,1,168,8.74,3.1e-06,True,0.003,True,0.0,True,488.56,1.7010856e-05,True,44.19,552.82
566,power_n10_th20_rho64,power,16,24542955,10,1000,20.0,64.0,0.0,inf,True,116,115,47,22,True,2,290;684,12.14,9.34e-08,True,0.13,False,0.0,True,264.68,2.010374e-05,True,32.03,318.0
567,power_n10_th20_rho64,power,17,24550874,10,1000,20.0,64.0,0.0,inf,True,113,112,58,34,True,2,649;302,19.37,0.00155,True,0.035,True,0.0,True,31.58,6.493766e-06,True,30.37,97.9
568,power_n10_th20_rho64,power,18,24558793,10,1000,20.0,64.0,0.0,inf,True,155,154,55,31,True,2,446;610,14.19,3.13e-10,True,0.005,True,0.0,True,34.47,8.875229e-06,True,31.71,96.53
569,power_n10_th20_rho64,power,19,24566712,10,1000,20.0,64.0,0.0,inf,True,148,147,55,28,True,3,317;98;253,16.4,2.97e-10,True,0.006,True,0.0,True,31.58,8.875229e-06,True,31.35,94.74
570,power_n10_th20_rho64,power,20,24574631,10,1000,20.0,64.0,0.0,inf,True,114,113,53,37,True,2,681;289,14.27,3.95e-09,True,0.004,True,0.0,True,32.21,3.1983698e-05,True,29.9,91.45
571,power_n10_th20_rho64,power,21,24582550,10,1000,20.0,64.0,0.0,inf,True,155,154,56,33,True,1,596,9.66,2.06e-08,True,0.002,True,0.002,True,30.16,8.145335e-06,True,26.74,76.97
572,power_n10_th20_rho64,power,22,24590469,10,1000,20.0,64.0,0.0,inf,True,116,115,50,32,True,3,698;339;478,9.21,6.17e-23,True,0.0,True,0.0,True,27.51,3.7391e-07,True,27.23,73.79
573,power_n10_th20_rho64,power,23,24598388,10,1000,20.0,64.0,0.0,inf,True,128,127,60,44,True,3,541;282;608,12.22,1.62e-20,True,0.001,True,0.0,True,31.22,5.49176e-07,True,25.6,79.34
574,power_n10_th20_rho64,power,24,24606307,10,1000,20.0,64.0,0.0,inf,True,127,126,44,26,True,2,282;184,8.35,3.52e-07,True,0.002,True,0.0,True,25.02,5.76083e-06,True,24.22,68.04
575,power_n10_th20_rho64,power,25,24614226,10,1000,20.0,64.0,0.0,inf,True,134,133,51,35,True,2,322;641,11.13,4.12e-29,True,0.02,True,0.0,True,28.29,9.20394e-07,True,29.44,78.55
576,power_n10_th20_rho64,power,26,24622145,10,1000,20.0,64.0,0.0,inf,True,112,111,61,33,False,0,,5.32,0.121,False,0.0,True,0.025,True,30.74,1.0985e-08,True,27.82,73.26
577,power_n10_th20_rho64,power,27,24630064,10,1000,20.0,64.0,0.0,inf,True,116,115,60,40,False,0,,5.46,1.19e-05,True,0.0,True,0.0,True,31.76,3.37811e-07,True,26.64,74.05
578,power_n10_th20_rho64,power,28,24637983,10,1000,20.0,64.0,0.0,inf,True,146,145,51,30,True,1,282,9.32,3e-11,True,0.001,True,0.0,True,27.8,2.692153e-06,True,26.9,73.93
579,power_n10_th20_rho64,power,29,24645902,10,1000,20.0,64.0,0.0,inf,True,97,96,41,25,True,1,591,8.97,6.75e-05,True,0.0,True,0.0,True,27.26,9.614832e-06,True,28.27,74.39
580,power_n10_th20_rho64,power,30,24653821,10,1000,20.0,64.0,0.0,inf,True,124,123,64,34,True,2,420;724,8.68,1.81e-19,True,0.001,True,0.0,True,33.43,4.802e-09,True,42.57,95.58
581,power_n10_th20_rho64,power,31,24661740,10,1000,20.0,64.0,0.0,inf,True,147,146,66,35,True,2,434;252,9.68,5.13e-14,True,0.037,True,0.0,True,34.61,1.587586e-06,True,36.24,90.48
582,power_n10_th20_rho64,power,32,24669659,10,1000,20.0,64.0,0.0,inf,True,137,136,63,40,False,0,,6.18,6.36e-14,True,0.161,False,0.0,True,32.49,6.9817477e-05,True,39.38,87.61
583,power_n10_th20_rho64,power,33,24677578,10,1000,20.0,64.0,0.0,inf,True,123,122,40,24,False,0,,5.8,0.00224,True,0.148,False,0.0,True,25.44,1.0,False,30.06,72.16
584,power_n10_th20_rho64,power,34,24685497,10,1000,20.0,64.0,0.0,inf,True,117,116,53,33,False,0,,5.55,1.12e-07,True,0.013,True,0.0,True,31.19,1.0,False,26.98,74.83
585,power_n10_th20_rho64,power,35,24693416,10,1000,20.0,64.0,0.0,inf,True,134,133,61,37,True,3,533;623;252,13.39,4.31e-11,True,0.01,True,0.0,True,35.14,1.085066e-06,True,27.69,88.15
586,power_n10_th20_rho64,power,36,24701335,10,1000,20.0,64.0,0.0,inf,True,127,126,52,29,True,1,677,11.81,1.57e-05,True,0.002,True,0.002,True,30.2,5.0524191e-05,True,33.64,87.78
587,power_n10_th20_rho64,power,37,24709254,10,1000,20.0,64.0,0.0,inf,True,125,124,40,20,False,0,,5.92,0.362,False,0.006,True,0.042,True,26.64,1.0,False,31.03,75.48
588,power_n10_th20_rho64,power,38,24717173,10,1000,20.0,64.0,0.0,inf,True,111,110,30,19,False,0,,6.66,0.0523,False,0.333,False,0.817,False,23.24,1.0,False,31.53,73.0
589,power_n10_th20_rho64,power,39,24725092,10,1000,20.0,64.0,0.0,inf,True,77,76,28,13,True,2,564;646,12.89,0.0027,True,0.016,True,0.004,True,23.17,1.0,False,30.9,78.29
590,power_n10_th20_rho64,power,40,24733011,10,1000,20.0,64.0,0.0,inf,True,145,144,67,47,True,1,462,12.59,1.55e-24,True,0.0,True,0.0,True,38.65,7.64e-10,True,34.51,97.1
591,power_n10_th20_rho64,power,41,24740930,10,1000,20.0,64.0,0.0,inf,True,129,128,53,33,True,1,252,14.49,0.00636,True,0.089,False,0.004,True,31.32,3.4021708e-05,True,36.19,95.2
592,power_n10_th20_rho64,power,42,24748849,10,1000,20.0,64.0,0.0,inf,True,143,142,61,38,True,2,739;543,12.06,1.33e-25,True,0.0,True,0.0,True,33.67,1.03148e-07,True,35.96,93.3
593,power_n10_th20_rho64,power,43,24756768,10,1000,20.0,64.0,0.0,inf,True,161,160,57,37,True,3,476;334;768,12.26,8.68e-14,True,0.004,True,0.0,True,39.21,4.27326e-07,True,30.8,94.78
594,power_n10_th20_rho64,power,44,24764687,10,1000,20.0,64.0,0.0,inf,True,131,130,56,39,True,1,761,12.45,5.98e-08,True,0.011,True,0.0,True,39.61,3.200461e-06,True,35.67,99.19
595,power_n10_th20_rho64,power,45,24772606,10,1000,20.0,64.0,0.0,inf,True,154,153,71,35,True,1,466,13.97,2.62e-10,True,0.01,True,0.0,True,41.77,5.067127e-06,True,30.58,98.44
596,power_n10_th20_rho64,power,46,24780525,10,1000,20.0,64.0,0.0,inf,True,149,148,48,22,True,1,784,12.46,8.21e-07,True,0.116,False,0.0,True,29.62,1.0,False,32.35,86.69
597,power_n10_th20_rho64,power,47,24788444,10,1000,20.0,64.0,0.0,inf,True,150,149,56,23,False,0,,7.89,2.03e-07,True,0.028,True,0.0,True,30.93,1.0,False,33.44,84.99
598,power_n10_th20_rho64,power,48,24796363,10,1000,20.0,64.0,0.0,inf,True,122,121,49,21,True,1,730,14.97,4.01e-06,True,0.34,False,0.0,True,29.24,1.0,False,25.54,82.47
599,power_n10_th20_rho64,power,49,24804282,10,1000,20.0,64.0,0.0,inf,True,108,107,57,39,True,1,576,12.42,3.22e-14,True,0.0,True,0.0,True,33.47,1.872638e-06,True,30.11,88.58
600,power_n50_th5_rho1,power,0,24812201,50,1000,5.0,1.0,0.0,inf,True,3,2,27,24,False,0,,35.63,1.0,False,0.795,False,1.0,False,176.57,1.0,False,130.29,358.74
601,power_n50_th5_rho1,power,1,24820120,50,1000,5.0,1.0,0.0,inf,False,1,0,41,37,False,0,,33.66,1.0,False,0.48,False,1.0,False,265.65,1.0,False,164.45,477.64
602,power_n50_th5_rho1,power,2,24828039,50,1000,5.0,1.0,0.0,inf,True,3,2,31,26,False,0,,33.71,1.0,False,0.983,False,1.0,False,204.45,1.0,False,142.56,394.15
603,power_n50_th5_rho1,power,3,24835958,50,1000,5.0,1.0,0.0,inf,True,4,3,19,15,False,0,,28.91,1.0,False,0.928,False,1.0,False,126.45,1.0,False,97.83,265.39
604,power_n50_th5_rho1,power,4,24843877,50,1000,5.0,1.0,0.0,inf,True,5,4,24,16,False,0,,31.48,0.0831,False,0.752,False,0.538,False,159.89,1.0,False,117.53,320.87
605,power_n50_th5_rho1,power,5,24851796,50,1000,5.0,1.0,0.0,inf,True,9,8,26,23,False,0,,34.81,0.206,False,0.847,False,1.0,False,170.77,1.0,False,124.45,343.34
606,power_n50_th5_rho1,power,6,24859715,50,1000,5.0,1.0,0.0,inf,True,5,4,25,21,False,0,,31.5,1.0,False,0.224,False,1.0,False,164.68,1.0,False,124.29,332.09
607,power_n50_th5_rho1,power,7,24867634,50,1000,5.0,1.0,0.0,inf,True,2,1,27,23,False,0,,30.94,1.0,False,0.562,False,1.0,False,180.65,1.0,False,123.05,345.42
608,power_n50_th5_rho1,power,8,24875553,50,1000,5.0,1.0,0.0,inf,True,3,2,25,21,False,0,,42.77,1.0,False,0.328,False,1.0,False,172.75,1.0,False,119.85,347.88
609,power_n50_th5_rho1,power,9,24883472,50,1000,5.0,1.0,0.0,inf,True,5,4,24,22,False,0,,38.47,1.0,False,0.794,False,1.0,False,161.12,1.0,False,112.69,325.71
610,power_n50_th5_rho1,power,10,24891391,50,1000,5.0,1.0,0.0,inf,True,6,5,24,22,False,0,,32.15,1.0,False,0.376,False,1.0,False,162.92,1.0,False,116.26,323.79
611,power_n50_th5_rho1,power,11,24899310,50,1000,5.0,1.0,0.0,inf,True,3,2,21,19,False,0,,33.6,0.0195,True,0.122,False,0.084,False,146.96,1.0,False,111.12,305.97
612,power_n50_th5_rho1,power,12,24907229,50,1000,5.0,1.0,0.0,inf,False,1,0,11,7,False,0,,29.19,1.0,False,0.975,False,1.0,False,74.97,1.0,False,78.65,195.42
613,power_n50_th5_rho1,power,13,24915148,50,1000,5.0,1.0,0.0,inf,True,3,2,12,9,False,0,,27.81,1.0,False,0.411,False,1.0,False,85.01,1.0,False,80.79,206.37
614,power_n50_th5_rho1,power,14,24923067,50,1000,5.0,1.0,0.0,inf,True,7,6,23,19,False,0,,33.68,0.325,False,0.124,False,0.256,False,158.43,1.0,False,109.88,315.96
615,power_n50_th5_rho1,power,15,24930986,50,1000,5.0,1.0,0.0,inf,True,8,7,35,28,False,0,,34.6,0.015,True,0.474,False,0.497,False,228.73,1.0,False,161.63,436.3
616,power_n50_th5_rho1,power,16,24938905,50,1000,5.0,1.0,0.0,inf,True,9,8,38,35,False,0,,33.97,0.0307,True,0.001,True,0.051,False,242.08,2.50501e-07,True,151.54,438.77
617,power_n50_th5_rho1,power,17,24946824,50,1000,5.0,1.0,0.0,inf,True,5,4,16,11,False,0,,33.48,1.0,False,0.836,False,1.0,False,108.71,1.0,False,90.49,244.74
618,power_n50_th5_rho1,power,18,24954743,50,1000,5.0,1.0,0.0,inf,True,5,4,12,9,False,0,,30.59,0.347,False,0.513,False,0.323,False,78.73,1.0,False,82.88,206.68
619,power_n50_th5_rho1,power,19,24962662,50,1000,5.0,1.0,0.0,inf,True,5,4,26,17,True,1,499,40.67,0.0739,False,0.049,True,0.022,True,169.94,1.0,False,116.96,340.79
620,power_n50_th5_rho1,power,20,24970581,50,1000,5.0,1.0,0.0,inf,False,1,0,34,26,False,0,,34.67,1.0,False,0.58,False,1.0,False,220.1,1.0,False,140.74,406.75
621,power_n50_th5_rho1,power,21,24978500,50,1000,5.0,1.0,0.0,inf,True,5,4,25,20,False,0,,32.66,1.0,False,0.55,False,1.0,False,168.33,1.0,False,137.42,349.75
622,power_n50_th5_rho1,power,22,24986419,50,1000,5.0,1.0,0.0,inf,True,10,9,56,48,True,1,293,38.94,0.0173,True,0.069,False,0.012,True,351.81,1.0,False,204.67,606.22
623,power_n50_th5_rho1,power,23,24994338,50,1000,5.0,1.0,0.0,inf,True,4,3,28,23,False,0,,32.79,1.0,False,0.927,False,1.0,False,203.48,1.0,False,122.95,373.01
624,power_n50_th5_rho1,power,24,25002257,50,1000,5.0,1.0,0.0,inf,True,5,4,22,18,False,0,,32.59,0.0142,True,0.664,False,0.015,True,164.12,1.0,False,111.44,320.97
625,power_n50_th5_rho1,power,25,25010176,50,1000,5.0,1.0,0.0,inf,True,4,3,14,10,False,0,,31.19,1.0,False,0.851,False,1.0,False,92.07,1.0,False,90.49,227.19
626,power_n50_th5_rho1,power,26,25018095,50,1000,5.0,1.0,0.0,inf,True,3,2,7,3,False,0,,24.53,1.0,False,1.0,False,1.0,False,47.67,1.0,False,70.38,155.99
627,power_n50_th5_rho1,power,27,25026014,50,1000,5.0,1.0,0.0,inf,True,2,1,5,4,False,0,,24.22,1.0,False,1.0,False,1.0,False,41.32,1.0,False,64.05,141.85
628,power_n50_th5_rho1,power,28,25033933,50,1000,5.0,1.0,0.0,inf,True,8,7,20,18,False,0,,31.16,0.223,False,0.79,False,0.035,True,138.05,1.0,False,101.61,283.09
629,power_n50_th5_rho1,power,29,25041852,50,1000,5.0,1.0,0.0,inf,True,7,6,48,44,False,0,,40.03,0.767,False,0.549,False,0.381,False,304.57,1.0,False,179.01,536.18
630,power_n50_th5_rho1,power,30,25049771,50,1000,5.0,1.0,0.0,inf,True,6,5,18,14,False,0,,30.3,0.0451,True,0.501,False,0.483,False,129.86,1.0,False,102.26,275.61
631,power_n50_th5_rho1,power,31,25057690,50,1000,5.0,1.0,0.0,inf,True,5,4,17,7,False,0,,34.1,1.0,False,0.652,False,1.0,False,121.07,1.0,False,95.46,263.3
632,power_n50_th5_rho1,power,32,25065609,50,1000,5.0,1.0,0.0,inf,True,4,3,18,13,False,0,,33.68,0.719,False,0.9,False,1.0,False,126.5,1.0,False,103.2,276.37
633,power_n50_th5_rho1,power,33,25073528,50,1000,5.0,1.0,0.0,inf,True,3,2,23,16,False,0,,31.55,1.0,False,0.126,False,1.0,False,157.26,1.0,False,110.21,313.67
634,power_n50_th5_rho1,power,34,25081447,50,1000,5.0,1.0,0.0,inf,True,3,2,18,13,False,0,,33.36,1.0,False,0.439,False,1.0,False,126.13,1.0,False,99.42,270.66
635,power_n50_th5_rho1,power,35,25089366,50,1000,5.0,1.0,0.0,inf,True,4,3,30,25,False,0,,32.5,1.0,False,0.311,False,1.0,False,196.24,1.0,False,131.5,372.71
636,power_n50_th5_rho1,power,36,25097285,50,1000,5.0,1.0,0.0,inf,True,7,6,28,27,False,0,,30.06,1.0,False,0.59,False,1.0,False,187.5,1.0,False,131.04,360.33
637,power_n50_th5_rho1,power,37,25105204,50,1000,5.0,1.0,0.0,inf,True,5,4,12,10,False,0,,30.1,1.0,False,0.922,False,1.0,False,79.52,1.0,False,82.86,204.53
638,power_n50_th5_rho1,power,38,25113123,50,1000,5.0,1.0,0.0,inf,True,4,3,24,22,False,0,,30.58,0.321,False,0.23,False,1.0,False,166.82,1.0,False,116.89,329.15
639,power_n50_th5_rho1,power,39,25121042,50,1000,5.0,1.0,0.0,inf,True,2,1,14,10,False,0,,30.54,1.0,False,0.309,False,1.0,False,92.82,1.0,False,90.34,224.71
640,power_n50_th5_rho1,power,40,25128961,50,1000,5.0,1.0,0.0,inf,True,5,4,19,11,False,0,,30.45,1.0,False,1.0,False,1.0,False,134.86,1.0,False,100.19,276.83
641,power_n50_th5_rho1,power,41,25136880,50,1000,5.0,1.0,0.0,inf,False,1,0,9,5,False,0,,27.96,1.0,False,0.624,False,1.0,False,61.89,1.0,False,73.21,173.95
642,power_n50_th5_rho1,power,42,25144799,50,1000,5.0,1.0,0.0,inf,True,5,4,34,24,False,0,,34.05,1.0,False,0.375,False,1.0,False,227.74,1.0,False,144.04,417.94
643,power_n50_th5_rho1,power,43,25152718,50,1000,5.0,1.0,0.0,inf,True,4,3,16,12,False,0,,34.11,1.0,False,0.719,False,1.0,False,112.39,1.0,False,90.84,248.58
644,power_n50_th5_rho1,power,44,25160637,50,1000,5.0,1.0,0.0,inf,True,3,2,19,15,False,0,,31.76,1.0,False,0.692,False,1.0,False,134.75,1.0,False,102.76,283.06
645,power_n50_th5_rho1,power,45,25168556,50,1000,5.0,1.0,0.0,inf,True,2,1,15,11,False,0,,32.49,1.0,False,0.658,False,1.0,False,105.56,1.0,False,88.2,239.15
646,power_n50_th5_rho1,power,46,25176475,50,1000,5.0,1.0,0.0,inf,True,8,7,22,17,False,0,,27.26,0.14,False,0.755,False,0.067,False,151.38,1.0,False,111.49,304.26
647,power_n50_th5_rho1,power,47,25184394,50,1000,5.0,1.0,0.0,inf,True,7,6,32,26,True,1,318,39.07,0.262,False,0.091,False,0.009,True,210.61,1.0,False,137.45,400.5
648,power_n50_th5_rho1,power,48,25192313,50,1000,5.0,1.0,0.0,inf,True,8,7,35,28,True,1,316,43.83,0.0139,True,0.408,False,0.251,False,233.09,1.0,False,148.13,436.37
649,power_n50_th5_rho1,power,49,25200232,50,1000,5.0,1.0,0.0,inf,True,6,5,14,10,False,0,,30.17,1.0,False,0.696,False,1.0,False,93.56,1.0,False,84.76,221.11
650,power_n50_th5_rho4,power,0,25208151,50,1000,5.0,4.0,0.0,inf,True,12,11,15,11,False,0,,31.43,0.102,False,0.89,False,0.072,False,105.58,1.0,False,89.84,238.35
651,power_n50_th5_rho4,power,1,25216070,50,1000,5.0,4.0,0.0,inf,True,13,12,16,10,False,0,,32.18,0.309,False,0.825,False,0.36,False,116.0,1.0,False,89.98,249.75
652,power_n50_th5_rho4,power,2,25223989,50,1000,5.0,4.0,0.0,inf,True,24,23,33,25,False,0,,37.6,1.0,False,0.929,False,1.0,False,226.28,1.0,False,140.63,416.54
653,power_n50_th5_rho4,power,3,25231908,50,1000,5.0,4.0,0.0,inf,True,17,16,26,22,False,0,,38.97,0.517,False,0.189,False,0.745,False,176.18,1.0,False,132.29,364.0
654,power_n50_th5_rho4,power,4,25239827,50,1000,5.0,4.0,0.0,inf,True,10,9,17,13,False,0,,34.19,0.177,False,0.676,False,0.352,False,121.93,1.0,False,89.4,257.69
655,power_n50_th5_rho4,power,5,25247746,50,1000,5.0,4.0,0.0,inf,True,25,24,17,15,False,0,,30.68,0.688,False,0.935,False,0.704,False,120.84,1.0,False,92.02,256.82
656,power_n50_th5_rho4,power,6,25255665,50,1000,5.0,4.0,0.0,inf,True,16,15,22,18,True,1,454,36.15,3.36e-05,True,0.276,False,0.009,True,154.02,1.0,False,116.58,317.71
657,power_n50_th5_rho4,power,7,25263584,50,1000,5.0,4.0,0.0,inf,True,19,18,32,24,False,0,,31.3,0.798,False,0.048,True,0.316,False,210.92,1.0,False,135.58,390.46
658,power_n50_th5_rho4,power,8,25271503,50,1000,5.0,4.0,0.0,inf,True,8,7,24,20,False,0,,32.23,0.0145,True,0.812,False,0.012,True,170.56,1.0,False,114.49,331.05
659,power_n50_th5_rho4,power,9,25279422,50,1000,5.0,4.0,0.0,inf,True,20,19,23,16,False,0,,28.6,0.2,False,0.338,False,0.032,True,159.85,1.0,False,115.19,314.59
660,power_n50_th5_rho4,power,10,25287341,50,1000,5.0,4.0,0.0,inf,True,16,15,27,16,False,0,,32.65,0.231,False,0.408,False,0.125,False,198.61,1.0,False,125.01,373.03
661,power_n50_th5_rho4,power,11,25295260,50,1000,5.0,4.0,0.0,inf,True,34,33,35,28,True,1,395,44.26,0.0119,True,0.004,True,0.003,True,232.35,1.0,False,155.24,444.94
662,power_n50_th5_rho4,power,12,25303179,50,1000,5.0,4.0,0.0,inf,True,16,15,26,20,False,0,,31.97,0.00131,True,0.23,False,0.082,False,178.92,1.0,False,123.27,348.64
663,power_n50_th5_rho4,power,13,25311098,50,1000,5.0,4.0,0.0,inf,True,10,9,16,9,False,0,,31.53,0.21,False,0.168,False,0.68,False,114.83,1.0,False,91.18,248.82
664,power_n50_th5_rho4,power,14,25319017,50,1000,5.0,4.0,0.0,inf,True,15,14,17,11,False,0,,31.77,0.0201,True,0.483,False,0.008,True,122.49,1.0,False,103.32,269.11
665,power_n50_th5_rho4,power,15,25326936,50,1000,5.0,4.0,0.0,inf,True,19,18,12,11,False,0,,28.48,0.241,False,0.437,False,1.0,False,82.77,1.0,False,84.26,207.17
666,power_n50_th5_rho4,power,16,25334855,50,1000,5.0,4.0,0.0,inf,True,21,20,21,11,False,0,,31.75,0.0044,True,0.664,False,0.032,True,151.9,1.0,False,109.32,304.64
667,power_n50_th5_rho4,power,17,25342774,50,1000,5.0,4.0,0.0,inf,True,14,13,20,13,False,0,,31.82,1.0,False,0.122,False,1.0,False,145.14,1.0,False,106.51,295.39
668,power_n50_th5_rho4,power,18,25350693,50,1000,5.0,4.0,0.0,inf,True,20,19,18,12,False,0,,28.79,0.0968,False,0.959,False,0.312,False,133.02,1.0,False,102.93,276.89
669,power_n50_th5_rho4,power,19,25358612,50,1000,5.0,4.0,0.0,inf,True,19,18,20,14,False,0,,31.98,0.176,False,0.601,False,0.507,False,141.32,1.0,False,108.93,294.89
670,power_n50_th5_rho4,power,20,25366531,50,1000,5.0,4.0,0.0,inf,True,12,11,24,18,False,0,,33.53,0.000491,True,0.289,False,0.232,False,171.48,1.0,False,120.63,339.94
671,power_n50_th5_rho4,power,21,25374450,50,1000,5.0,4.0,0.0,inf,True,20,19,29,26,False,0,,29.72,0.104,False,0.343,False,0.609,False,197.86,1.0,False,138.15,379.61
672,power_n50_th5_rho4,power,22,25382369,50,1000,5.0,4.0,0.0,inf,True,27,26,23,20,False,0,,31.31,0.1,False,0.716,False,0.018,True,158.53,1.0,False,113.07,316.94
673,power_n50_th5_rho4,power,23,25390288,50,1000,5.0,4.0,0.0,inf,True,11,10,20,7,False,0,,31.18,1.0,False,0.377,False,1.0,False,143.08,1.0,False,103.76,290.88
674,power_n50_th5_rho4,power,24,25398207,50,1000,5.0,4.0,0.0,inf,True,11,10,14,13,False,0,,29.48,0.264,False,0.321,False,1.0,False,98.56,1.0,False,94.91,235.49
675,power_n50_th5_rho4,power,25,25406126,50,1000,5.0,4.0,0.0,inf,True,8,7,10,5,False,0,,27.56,1.0,False,0.898,False,1.0,False,69.77,1.0,False,83.32,193.73
676,power_n50_th5_rho4,power,26,25414045,50,1000,5.0,4.0,0.0,inf,True,15,14,46,42,False,0,,33.39,8.58e-05,True,0.076,False,0.064,False,301.64,1.0,False,188.29,536.28
677,power_n50_th5_rho4,power,27,25421964,50,1000,5.0,4.0,0.0,inf,True,12,11,21,16,False,0,,32.82,1.0,False,0.343,False,1.0,False,147.06,1.0,False,108.52,301.06
678,power_n50_th5_rho4,power,28,25429883,50,1000,5.0,4.0,0.0,inf,True,14,13,18,17,False,0,,30.86,0.275,False,0.893,False,0.127,False,131.42,1.0,False,107.96,281.35
679,power_n50_th5_rho4,power,29,25437802,50,1000,5.0,4.0,0.0,inf,True,15,14,17,14,False,0,,30.52,0.375,False,0.741,False,0.33,False,123.68,1.0,False,104.23,270.08
680,power_n50_th5_rho4,power,30,25445721,50,1000,5.0,4.0,0.0,inf,True,11,10,13,10,False,0,,27.55,1.0,False,0.993,False,1.0,False,89.07,1.0,False,87.77,216.53
681,power_n50_th5_rho4,power,31,25453640,50,1000,5.0,4.0,0.0,inf,True,16,15,23,17,False,0,,32.18,0.159,False,0.397,False,0.033,True,157.43,1.0,False,116.15,317.05
682,power_n50_th5_rho4,power,32,25461559,50,1000,5.0,4.0,0.0,inf,True,18,17,14,11,False,0,,29.2,0.07,False,0.879,False,0.015,True,97.48,1.0,False,96.52,235.07
683,power_n50_th5_rho4,power,33,25469478,50,1000,5.0,4.0,0.0,inf,True,16,15,21,16,False,0,,34.94,0.709,False,0.61,False,0.734,False,152.61,1.0,False,108.25,306.75
684,power_n50_th5_rho4,power,34,25477397,50,1000,5.0,4.0,0.0,inf,True,12,11,16,14,False,0,,33.02,0.189,False,0.225,False,0.315,False,118.54,1.0,False,100.39,263.82
685,power_n50_th5_rho4,power,35,25485316,50,1000,5.0,4.0,0.0,inf,True,13,12,24,14,False,0,,35.8,0.144,False,0.802,False,0.607,False,172.01,1.0,False,122.77,343.91
