genome_idx,true_bp_num,noise_lv,rh_ok,rh_pred_cand,m0,m1,m2,delta_1,delta_2,pred_bp_num,is_recombinant_true,is_recombinant_pred,correct_model,pred_bp1,ci1_left,ci1_right,pred_bp2,ci2_left,ci2_right,bp1_in_interval,bp2_in_interval,both_in_interval,spatial_err_bp1,spatial_err_bp2,mean_spatial_err_nt,runtime_ms
817,1,3,True,BA.2 + AY.45,61,84,83,23,-1,1,True,True,True,26164.0,26059.0,26268.0,,,,True,False,False,0.0,,0.0,1.95
818,1,3,True,BA.2 + AY.45,13,84,83,71,-1,1,True,True,True,9698.0,9533.0,9864.0,,,,True,False,False,0.0,,0.0,1.94
819,1,3,True,BA.2 + AY.45,5,84,83,79,-1,1,True,True,True,4251.0,4183.0,4319.0,,,,True,False,False,0.0,,0.0,1.95
820,1,3,True,BA.2 + AY.45,18,84,83,66,-1,1,True,True,True,11265.0,11200.0,11330.0,,,,True,False,False,0.0,,0.0,1.95
821,1,3,True,BA.2 + AY.45,38,84,83,46,-1,1,True,True,True,22779.0,22774.0,22784.0,,,,True,False,False,0.0,,0.0,1.97
822,1,3,True,BA.2 + AY.45,24,84,83,60,-1,1,True,True,True,16936.0,16465.0,17408.0,,,,True,False,False,0.0,,0.0,1.96
823,1,3,True,BA.2 + AY.45,80,84,83,4,-1,1,True,True,True,28898.0,28882.0,28914.0,,,,True,False,False,0.0,,0.0,1.97
824,1,3,True,BA.2 + AY.45,37,84,83,47,-1,1,True,True,True,22730.0,22687.0,22773.0,,,,True,False,False,0.0,,0.0,1.96
825,1,3,True,BA.2 + AY.45,56,84,83,28,-1,1,True,True,True,24733.0,24468.0,24998.0,,,,True,False,False,0.0,,0.0,1.97
826,1,3,True,BA.2 + AY.45,37,84,83,47,-1,1,True,True,True,22730.0,22687.0,22773.0,,,,True,False,False,0.0,,0.0,1.95
827,1,3,True,BA.2 + AY.45,11,84,83,73,-1,1,True,True,True,9382.0,9343.0,9422.0,,,,True,False,False,0.0,,0.0,1.93
828,1,3,True,BA.2 + AY.45,57,84,83,27,-1,1,True,True,True,25205.0,24999.0,25411.0,,,,True,False,False,0.0,,0.0,1.97
829,1,3,True,BA.2 + AY.45,14,84,83,70,-1,1,True,True,True,10030.0,9865.0,10196.0,,,,True,False,False,0.0,,0.0,1.94
830,1,3,True,BA.2 + AY.45,75,84,83,9,-1,1,True,True,True,28290.0,28270.0,28309.0,,,,True,False,False,0.0,,0.0,1.96
831,1,3,True,BA.2 + AY.45,25,84,83,59,-1,1,True,True,True,17785.0,17409.0,18161.0,,,,True,False,False,0.0,,0.0,1.95
832,1,3,True,BA.2 + AY.45,27,84,83,57,-1,1,True,True,True,19586.0,19219.0,19953.0,,,,True,False,False,0.0,,0.0,1.94
833,1,3,True,BA.2 + AY.45,58,84,83,26,-1,1,True,True,True,25440.0,25412.0,25467.0,,,,True,False,False,0.0,,0.0,1.95
834,1,3,True,BA.2 + AY.45,44,84,83,40,-1,1,True,True,True,23025.0,23012.0,23038.0,,,,True,False,False,0.0,,0.0,1.95
835,1,3,True,BA.2 + AY.45,75,84,83,9,-1,1,True,True,True,28290.0,28270.0,28309.0,,,,True,False,False,0.0,,0.0,1.97
836,1,3,True,BA.2 + AY.45,53,84,83,31,-1,1,True,True,True,24178.0,23947.0,24408.0,,,,True,False,False,0.0,,0.0,1.99
837,1,3,True,BA.2 + AY.45,9,84,83,75,-1,1,True,True,True,9018.0,8985.0,9051.0,,,,True,False,False,0.0,,0.0,1.94
838,1,3,True,BA.2 + AY.45,63,84,83,21,-1,1,True,True,True,26642.0,26576.0,26707.0,,,,True,False,False,0.0,,0.0,1.96
839,1,3,True,BA.2 + AY.45,57,84,83,27,-1,1,True,True,True,25205.0,24999.0,25411.0,,,,True,False,False,0.0,,0.0,1.97
840,1,3,True,BA.2 + AY.45,31,84,83,53,-1,1,True,True,True,22092.0,21986.0,22198.0,,,,True,False,False,0.0,,0.0,1.94
841,1,3,True,BA.2 + AY.45,17,84,83,67,-1,1,True,True,True,10824.0,10448.0,11199.0,,,,True,False,False,0.0,,0.0,1.94
842,1,3,True,BA.2 + AY.45,73,84,83,11,-1,1,True,True,True,27839.0,27806.0,27872.0,,,,True,False,False,0.0,,0.0,1.96
843,1,3,True,BA.2 + AY.45,58,84,83,26,-1,1,True,True,True,25440.0,25412.0,25467.0,,,,True,False,False,0.0,,0.0,1.98
844,1,3,True,BA.2 + AY.45,18,84,83,66,-1,1,True,True,True,11265.0,11200.0,11330.0,,,,True,False,False,0.0,,0.0,1.95
845,1,3,True,BA.2 + AY.45,55,84,83,29,-1,1,True,True,True,24445.0,24423.0,24467.0,,,,True,False,False,0.0,,0.0,1.98
846,1,3,True,BA.2 + AY.45,35,84,83,49,-1,1,True,True,True,22681.0,22678.0,22684.0,,,,True,False,False,0.0,,0.0,1.97
847,1,3,True,BA.2 + AY.45,8,84,83,76,-1,1,True,True,True,8054.0,7123.0,8984.0,,,,True,False,False,0.0,,0.0,1.96
848,1,3,True,BA.2 + AY.45,30,84,83,54,-1,1,True,True,True,21801.0,21617.0,21985.0,,,,True,False,False,0.0,,0.0,1.96
849,1,3,True,BA.2 + AY.45,36,84,83,48,-1,1,True,True,True,22686.0,22685.0,22686.0,,,,True,False,False,0.0,,0.0,1.97
850,1,3,True,BA.2 + AY.45,48,84,83,36,-1,1,True,True,True,23298.0,23074.0,23523.0,,,,True,False,False,0.0,,0.0,1.97
851,1,3,True,BA.2 + AY.45,9,84,83,75,-1,1,True,True,True,9018.0,8985.0,9051.0,,,,True,False,False,0.0,,0.0,1.93
852,1,3,True,BA.2 + AY.45,12,84,83,72,-1,1,True,True,True,9478.0,9423.0,9532.0,,,,True,False,False,0.0,,0.0,1.95
853,1,3,True,BA.2 + AY.45,31,84,83,53,-1,1,True,True,True,22092.0,21986.0,22198.0,,,,True,False,False,0.0,,0.0,1.94
854,1,3,True,BA.2 + AY.45,19,84,83,65,-1,1,True,True,True,12104.0,11331.0,12878.0,,,,True,False,False,0.0,,0.0,1.92
855,1,3,True,BA.2 + AY.45,59,84,83,25,-1,1,True,True,True,25525.0,25468.0,25582.0,,,,True,False,False,0.0,,0.0,1.96
856,1,3,True,BA.2 + AY.45,13,84,83,71,-1,1,True,True,True,9698.0,9533.0,9864.0,,,,True,False,False,0.0,,0.0,1.93
857,1,3,True,BA.2 + AY.45,55,84,83,29,-1,1,True,True,True,24445.0,24423.0,24467.0,,,,True,False,False,0.0,,0.0,1.97
858,1,3,True,BA.2 + AY.45,31,84,83,53,-1,1,True,True,True,22092.0,21986.0,22198.0,,,,True,False,False,0.0,,0.0,1.97
859,1,3,True,BA.2 + AY.45,17,84,83,67,-1,1,True,True,True,10824.0,10448.0,11199.0,,,,True,False,False,0.0,,0.0,1.93
860,1,3,True,BA.2 + AY.45,9,84,83,75,-1,1,True,True,True,9018.0,8985.0,9051.0,,,,True,False,False,0.0,,0.0,1.95
861,1,3,True,BA.2 + AY.45,48,84,83,36,-1,1,True,True,True,23298.0,23074.0,23523.0,,,,True,False,False,0.0,,0.0,1.96
862,1,3,True,BA.2 + AY.45,45,84,83,39,-1,1,True,True,True,23046.0,23039.0,23053.0,,,,True,False,False,0.0,,0.0,1.99
863,1,3,True,BA.2 + AY.45,55,84,83,29,-1,1,True,True,True,24445.0,24423.0,24467.0,,,,True,False,False,0.0,,0.0,2.08
864,1,3,True,BA.2 + AY.45,57,84,83,27,-1,1,True,True,True,25205.0,24999.0,25411.0,,,,True,False,False,0.0,,0.0,2.07
865,1,3,True,BA.2 + AY.45,52,84,83,32,-1,1,True,True,True,23900.0,23853.0,23946.0,,,,True,False,False,0.0,,0.0,2.0
866,1,3,True,BA.2 + AY.45,24,84,83,60,-1,1,True,True,True,16936.0,16465.0,17408.0,,,,True,False,False,0.0,,0.0,1.97
867,1,3,True,BA.2 + AY.45,24,84,83,60,-1,1,True,True,True,16936.0,16465.0,17408.0,,,,True,False,False,0.0,,0.0,1.95
868,1,3,True,BA.2 + AY.45,71,84,83,13,-1,1,True,True,True,27694.0,27637.0,27750.0,,,,True,False,False,0.0,,0.0,2.0
869,1,3,True,BA.2 + AY.45,58,84,83,26,-1,1,True,True,True,25440.0,25412.0,25467.0,,,,True,False,False,0.0,,0.0,1.96
870,1,3,True,BA.2 + AY.45,50,84,83,34,-1,1,True,True,True,23600.0,23598.0,23602.0,,,,True,False,False,0.0,,0.0,1.97
871,1,3,True,BA.2 + AY.45,9,84,83,75,-1,1,True,True,True,9018.0,8985.0,9051.0,,,,True,False,False,0.0,,0.0,1.96
872,1,3,True,BA.2 + AY.45,54,84,83,30,-1,1,True,True,True,24416.0,24409.0,24422.0,,,,True,False,False,0.0,,0.0,1.97
873,1,3,True,BA.2 + AY.45,29,84,83,55,-1,1,True,True,True,20835.0,20054.0,21616.0,,,,True,False,False,0.0,,0.0,1.95
874,1,3,True,BA.2 + AY.45,23,84,83,61,-1,1,True,True,True,16088.0,15713.0,16464.0,,,,True,False,False,0.0,,0.0,1.97
875,1,3,True,BA.2 + AY.45,37,84,83,47,-1,1,True,True,True,22730.0,22687.0,22773.0,,,,True,False,False,0.0,,0.0,1.96
876,1,3,True,BA.2 + AY.45,75,84,83,9,-1,1,True,True,True,28290.0,28270.0,28309.0,,,,True,False,False,0.0,,0.0,1.97
877,1,3,True,BA.2 + AY.45,42,84,83,42,-1,1,True,True,True,22953.0,22916.0,22990.0,,,,True,False,False,0.0,,0.0,1.95
878,1,3,True,BA.2 + AY.45,63,84,83,21,-1,1,True,True,True,26642.0,26576.0,26707.0,,,,True,False,False,0.0,,0.0,2.16
879,1,3,True,BA.2 + AY.45,31,84,83,53,-1,1,True,True,True,22092.0,21986.0,22198.0,,,,True,False,False,0.0,,0.0,2.0
880,1,3,True,BA.2 + AY.45,9,84,83,75,-1,1,True,True,True,9018.0,8985.0,9051.0,,,,True,False,False,0.0,,0.0,1.97
881,1,3,True,BA.2 + AY.45,45,84,83,39,-1,1,True,True,True,23046.0,23039.0,23053.0,,,,True,False,False,0.0,,0.0,1.97
882,1,3,True,BA.2 + AY.45,76,84,83,8,-1,1,True,True,True,28384.0,28310.0,28459.0,,,,True,False,False,0.0,,0.0,1.98
883,1,3,True,BA.2 + AY.45,38,84,83,46,-1,1,True,True,True,22779.0,22774.0,22784.0,,,,True,False,False,0.0,,0.0,2.13
884,1,3,True,BA.2 + AY.45,20,84,83,64,-1,1,True,True,True,13344.0,12879.0,13810.0,,,,True,False,False,0.0,,0.0,2.01
885,1,3,True,BA.2 + AY.45,20,84,83,64,-1,1,True,True,True,13344.0,12879.0,13810.0,,,,True,False,False,0.0,,0.0,1.98
886,1,3,True,BA.2 + AY.45,67,84,83,17,-1,1,True,True,True,27319.0,27258.0,27380.0,,,,True,False,False,0.0,,0.0,1.99
887,1,3,True,BA.2 + AY.45,65,84,83,19,-1,1,True,True,True,26811.0,26766.0,26856.0,,,,True,False,False,0.0,,0.0,1.99
888,1,3,True,BA.2 + AY.45,30,84,83,54,-1,1,True,True,True,21801.0,21617.0,21985.0,,,,True,False,False,0.0,,0.0,2.02
889,1,3,True,BA.2 + AY.45,12,84,83,72,-1,1,True,True,True,9478.0,9423.0,9532.0,,,,True,False,False,0.0,,0.0,2.0
890,1,3,True,BA.2 + AY.45,57,84,83,27,-1,1,True,True,True,25205.0,24999.0,25411.0,,,,True,False,False,0.0,,0.0,2.01
891,1,3,True,BA.2 + AY.45,14,84,83,70,-1,1,True,True,True,10030.0,9865.0,10196.0,,,,True,False,False,0.0,,0.0,1.99
892,1,3,True,BA.2 + AY.45,59,84,83,25,-1,1,True,True,True,25525.0,25468.0,25582.0,,,,True,False,False,0.0,,0.0,2.05
893,1,3,True,BA.2 + AY.45,20,84,83,64,-1,1,True,True,True,13344.0,12879.0,13810.0,,,,True,False,False,0.0,,0.0,1.99
894,1,3,True,BA.2 + AY.45,80,84,83,4,-1,1,True,True,True,28898.0,28882.0,28914.0,,,,True,False,False,0.0,,0.0,2.01
895,1,3,True,BA.2 + AY.45,58,84,83,26,-1,1,True,True,True,25440.0,25412.0,25467.0,,,,True,False,False,0.0,,0.0,2.0
896,1,3,True,BA.2 + AY.45,66,84,83,18,-1,1,True,True,True,27057.0,26857.0,27257.0,,,,True,False,False,0.0,,0.0,2.01
897,1,3,True,BA.2 + AY.45,66,84,83,18,-1,1,True,True,True,27057.0,26857.0,27257.0,,,,True,False,False,0.0,,0.0,2.02
898,1,3,True,BA.2 + AY.45,19,83,82,64,-1,1,True,True,True,11265.0,11200.0,11330.0,,,,True,False,False,0.0,,0.0,1.98
899,1,3,True,BA.2 + AY.45,65,84,83,19,-1,1,True,True,True,26811.0,26766.0,26856.0,,,,True,False,False,0.0,,0.0,2.0
900,1,3,True,BA.2 + AY.45,80,84,83,4,-1,1,True,True,True,28898.0,28882.0,28914.0,,,,True,False,False,0.0,,0.0,2.21
901,1,3,True,BA.2 + AY.45,24,84,83,60,-1,1,True,True,True,16936.0,16465.0,17408.0,,,,True,False,False,0.0,,0.0,2.05
902,1,3,True,BA.2 + AY.45,50,84,83,34,-1,1,True,True,True,23600.0,23598.0,23602.0,,,,True,False,False,0.0,,0.0,2.04
903,1,3,True,BA.2 + AY.45,34,84,83,50,-1,1,True,True,True,22675.0,22673.0,22677.0,,,,True,False,False,0.0,,0.0,2.05
904,1,3,True,BA.2 + AY.45,48,84,83,36,-1,1,True,True,True,23298.0,23074.0,23523.0,,,,True,False,False,0.0,,0.0,2.04
905,1,3,True,BA.2 + AY.45,66,84,83,18,-1,1,True,True,True,27057.0,26857.0,27257.0,,,,True,False,False,0.0,,0.0,2.06
906,1,3,True,BA.2 + AY.45,21,84,83,63,-1,1,True,True,True,14630.0,13811.0,15449.0,,,,True,False,False,0.0,,0.0,2.01
907,1,3,True,BA.2 + AY.45,16,84,83,68,-1,1,True,True,True,10446.0,10446.0,10447.0,,,,True,False,False,0.0,,0.0,2.04
908,1,3,True,BA.2 + AY.45,53,84,83,31,-1,1,True,True,True,24178.0,23947.0,24408.0,,,,True,False,False,0.0,,0.0,2.05
909,1,3,True,BA.2 + AY.45,14,84,83,70,-1,1,True,True,True,10030.0,9865.0,10196.0,,,,True,False,False,0.0,,0.0,2.02
910,1,3,True,BA.2 + AY.45,12,84,83,72,-1,1,True,True,True,9478.0,9423.0,9532.0,,,,True,False,False,0.0,,0.0,2.03
911,1,3,True,BA.2 + AY.45,13,84,83,71,-1,1,True,True,True,9698.0,9533.0,9864.0,,,,True,False,False,0.0,,0.0,2.03
912,1,3,True,BA.2 + AY.45,36,84,83,48,-1,1,True,True,True,22686.0,22685.0,22686.0,,,,True,False,False,0.0,,0.0,2.04
913,1,3,True,BA.2 + AY.45,70,84,83,14,-1,1,True,True,True,27510.0,27383.0,27636.0,,,,True,False,False,0.0,,0.0,2.05
914,1,3,True,BA.2 + AY.45,30,84,83,54,-1,1,True,True,True,21801.0,21617.0,21985.0,,,,True,False,False,0.0,,0.0,2.03
915,1,3,True,BA.2 + AY.45,80,84,83,4,-1,1,True,True,True,28898.0,28882.0,28914.0,,,,True,False,False,0.0,,0.0,2.05
916,1,3,True,BA.2 + AY.45,45,84,83,39,-1,1,True,True,True,23046.0,23039.0,23053.0,,,,True,False,False,0.0,,0.0,2.03
917,1,3,True,BA.2 + AY.45,58,84,83,26,-1,1,True,True,True,25440.0,25412.0,25467.0,,,,True,False,False,0.0,,0.0,2.05
918,1,3,True,BA.2 + AY.45,64,84,83,20,-1,1,True,True,True,26736.0,26708.0,26765.0,,,,True,False,False,0.0,,0.0,2.06
919,1,3,True,BA.2 + AY.45,8,84,83,76,-1,1,True,True,True,8054.0,7123.0,8984.0,,,,True,False,False,0.0,,0.0,2.03
920,1,3,True,BA.2 + AY.45,17,84,83,67,-1,1,True,True,True,10824.0,10448.0,11199.0,,,,True,False,False,0.0,,0.0,2.07
921,1,3,True,BA.2 + AY.45,47,84,83,37,-1,1,True,True,True,23068.0,23062.0,23073.0,,,,True,False,False,0.0,,0.0,2.03
922,1,3,True,BA.2 + AY.45,6,84,83,78,-1,1,True,True,True,5400.0,4401.0,6400.0,,,,True,False,False,0.0,,0.0,2.02
923,1,3,True,BA.2 + AY.45,32,84,83,52,-1,1,True,True,True,22388.0,22199.0,22576.0,,,,True,False,False,0.0,,0.0,2.03
924,1,3,True,BA.2 + AY.45,74,84,83,10,-1,1,True,True,True,28071.0,27873.0,28269.0,,,,True,False,False,0.0,,0.0,2.17
925,1,3,True,BA.2 + AY.45,9,84,83,75,-1,1,True,True,True,9018.0,8985.0,9051.0,,,,True,False,False,0.0,,0.0,2.03
926,1,3,True,BA.2 + AY.45,77,84,83,7,-1,1,True,True,True,28670.0,28460.0,28879.0,,,,True,False,False,0.0,,0.0,2.06
927,1,3,True,BA.2 + AY.45,36,84,83,48,-1,1,True,True,True,22686.0,22685.0,22686.0,,,,True,False,False,0.0,,0.0,2.02
928,1,3,True,BA.2 + AY.45,42,84,83,42,-1,1,True,True,True,22953.0,22916.0,22990.0,,,,True,False,False,0.0,,0.0,2.03
929,1,3,True,BA.2 + AY.45,14,84,83,70,-1,1,True,True,True,10030.0,9865.0,10196.0,,,,True,False,False,0.0,,0.0,2.0
930,1,3,True,BA.2 + AY.45,39,84,83,45,-1,1,True,True,True,22798.0,22785.0,22811.0,,,,True,False,False,0.0,,0.0,2.02
931,1,3,True,BA.2 + AY.45,54,84,83,30,-1,1,True,True,True,24416.0,24409.0,24422.0,,,,True,False,False,0.0,,0.0,2.03
932,1,3,True,BA.2 + AY.45,31,84,83,53,-1,1,True,True,True,22092.0,21986.0,22198.0,,,,True,False,False,0.0,,0.0,2.01
933,1,3,True,BA.2 + AY.45,34,84,83,50,-1,1,True,True,True,22675.0,22673.0,22677.0,,,,True,False,False,0.0,,0.0,2.01
934,1,3,True,BA.2 + AY.45,14,84,83,70,-1,1,True,True,True,10030.0,9865.0,10196.0,,,,True,False,False,0.0,,0.0,2.0
935,1,3,True,BA.2 + AY.45,44,84,83,40,-1,1,True,True,True,23025.0,23012.0,23038.0,,,,True,False,False,0.0,,0.0,2.02
936,1,3,True,BA.2 + AY.45,8,84,83,76,-1,1,True,True,True,8054.0,7123.0,8984.0,,,,True,False,False,0.0,,0.0,2.0
937,1,3,True,BA.2 + AY.45,6,84,83,78,-1,1,True,True,True,5400.0,4401.0,6400.0,,,,True,False,False,0.0,,0.0,1.99
938,1,3,True,BA.2 + AY.45,8,84,83,76,-1,1,True,True,True,8054.0,7123.0,8984.0,,,,True,False,False,0.0,,0.0,2.1
939,1,3,True,BA.2 + AY.45,15,84,83,69,-1,1,True,True,True,10321.0,10197.0,10445.0,,,,True,False,False,0.0,,0.0,2.08
940,1,3,True,BA.2 + AY.45,53,84,83,31,-1,1,True,True,True,24178.0,23947.0,24408.0,,,,True,False,False,0.0,,0.0,2.03
941,1,3,True,BA.2 + AY.45,12,84,83,72,-1,1,True,True,True,9478.0,9423.0,9532.0,,,,True,False,False,0.0,,0.0,2.01
942,1,3,True,BA.2 + AY.45,72,84,83,12,-1,1,True,True,True,27778.0,27751.0,27805.0,,,,True,False,False,0.0,,0.0,2.04
943,1,3,True,BA.2 + AY.45,62,84,83,22,-1,1,True,True,True,26422.0,26269.0,26575.0,,,,True,False,False,0.0,,0.0,2.03
944,1,3,True,BA.2 + AY.45,65,84,83,19,-1,1,True,True,True,26811.0,26766.0,26856.0,,,,True,False,False,0.0,,0.0,2.03
945,1,3,True,BA.2 + AY.45,6,84,83,78,-1,1,True,True,True,5400.0,4401.0,6400.0,,,,True,False,False,0.0,,0.0,1.99
946,1,3,True,BA.2 + AY.45,43,84,83,41,-1,1,True,True,True,23001.0,22991.0,23011.0,,,,True,False,False,0.0,,0.0,2.01
947,1,3,True,BA.2 + AY.45,40,84,83,44,-1,1,True,True,True,22846.0,22812.0,22880.0,,,,True,False,False,0.0,,0.0,2.0
948,1,3,True,BA.2 + AY.45,59,84,83,25,-1,1,True,True,True,25525.0,25468.0,25582.0,,,,True,False,False,0.0,,0.0,2.05
949,1,3,True,BA.2 + AY.45,14,84,83,70,-1,1,True,True,True,10030.0,9865.0,10196.0,,,,True,False,False,0.0,,0.0,1.99
950,1,3,True,BA.2 + AY.45,40,84,83,44,-1,1,True,True,True,22846.0,22812.0,22880.0,,,,True,False,False,0.0,,0.0,2.0
951,1,3,True,BA.2 + AY.45,14,84,83,70,-1,1,True,True,True,10030.0,9865.0,10196.0,,,,True,False,False,0.0,,0.0,1.99
952,1,3,True,BA.2 + AY.45,39,84,83,45,-1,1,True,True,True,22798.0,22785.0,22811.0,,,,True,False,False,0.0,,0.0,2.0
953,1,3,True,BA.2 + AY.45,54,84,83,30,-1,1,True,True,True,24416.0,24409.0,24422.0,,,,True,False,False,0.0,,0.0,1.99
954,1,3,True,BA.2 + AY.45,34,84,83,50,-1,1,True,True,True,22675.0,22673.0,22677.0,,,,True,False,False,0.0,,0.0,1.99
955,1,3,True,BA.2 + AY.45,75,84,83,9,-1,1,True,True,True,28290.0,28270.0,28309.0,,,,True,False,False,0.0,,0.0,2.0
956,1,3,True,BA.2 + AY.45,72,84,83,12,-1,1,True,True,True,27778.0,27751.0,27805.0,,,,True,False,False,0.0,,0.0,2.01
957,1,3,True,BA.2 + AY.45,43,84,83,41,-1,1,True,True,True,23001.0,22991.0,23011.0,,,,True,False,False,0.0,,0.0,2.0
958,1,3,True,BA.2 + AY.45,70,84,83,14,-1,1,True,True,True,27510.0,27383.0,27636.0,,,,True,False,False,0.0,,0.0,2.02
959,1,3,True,BA.2 + AY.45,43,84,83,41,-1,1,True,True,True,23001.0,22991.0,23011.0,,,,True,False,False,0.0,,0.0,2.0
960,1,3,True,BA.2 + AY.45,49,84,83,35,-1,1,True,True,True,23560.0,23524.0,23597.0,,,,True,False,False,0.0,,0.0,2.01
961,1,3,True,BA.2 + AY.45,24,84,83,60,-1,1,True,True,True,16936.0,16465.0,17408.0,,,,True,False,False,0.0,,0.0,2.08
962,1,3,True,BA.2 + AY.45,29,84,83,55,-1,1,True,True,True,20835.0,20054.0,21616.0,,,,True,False,False,0.0,,0.0,2.03
963,1,3,True,BA.2 + AY.45,14,84,83,70,-1,1,True,True,True,10030.0,9865.0,10196.0,,,,True,False,False,0.0,,0.0,2.0
964,1,3,True,BA.2 + AY.45,16,84,83,68,-1,1,True,True,True,10446.0,10446.0,10447.0,,,,True,False,False,0.0,,0.0,1.98
965,1,3,True,BA.2 + AY.45,73,84,83,11,-1,1,True,True,True,27839.0,27806.0,27872.0,,,,True,False,False,0.0,,0.0,2.03
966,1,3,True,BA.2 + AY.45,43,84,83,41,-1,1,True,True,True,23001.0,22991.0,23011.0,,,,True,False,False,0.0,,0.0,1.98
967,1,3,True,BA.2 + AY.45,37,84,83,47,-1,1,True,True,True,22730.0,22687.0,22773.0,,,,True,False,False,0.0,,0.0,1.99
968,1,3,True,BA.2 + AY.45,47,84,83,37,-1,1,True,True,True,23068.0,23062.0,23073.0,,,,True,False,False,0.0,,0.0,2.0
969,1,3,True,BA.2 + AY.45,39,84,83,45,-1,1,True,True,True,22798.0,22785.0,22811.0,,,,True,False,False,0.0,,0.0,1.98
970,1,3,True,BA.2 + AY.45,67,84,83,17,-1,1,True,True,True,27319.0,27258.0,27380.0,,,,True,False,False,0.0,,0.0,2.0
971,1,3,True,BA.2 + AY.45,59,84,83,25,-1,1,True,True,True,25525.0,25468.0,25582.0,,,,True,False,False,0.0,,0.0,1.99
972,1,3,True,BA.2 + AY.45,39,84,83,45,-1,1,True,True,True,22798.0,22785.0,22811.0,,,,True,False,False,0.0,,0.0,2.0
973,1,3,True,BA.2 + AY.45,38,84,83,46,-1,1,True,True,True,22779.0,22774.0,22784.0,,,,True,False,False,0.0,,0.0,1.99
974,1,3,True,BA.2 + AY.45,64,84,83,20,-1,1,True,True,True,26736.0,26708.0,26765.0,,,,True,False,False,0.0,,0.0,2.01
975,1,3,True,BA.2 + AY.45,21,84,83,63,-1,1,True,True,True,14630.0,13811.0,15449.0,,,,True,False,False,0.0,,0.0,1.98
976,1,3,True,BA.2 + AY.45,28,84,83,56,-1,1,True,True,True,20004.0,19954.0,20053.0,,,,True,False,False,0.0,,0.0,1.99
977,1,3,True,BA.2 + AY.45,35,84,83,49,-1,1,True,True,True,22681.0,22678.0,22684.0,,,,True,False,False,0.0,,0.0,2.01
978,1,3,True,BA.2 + AY.45,63,84,83,21,-1,1,True,True,True,26642.0,26576.0,26707.0,,,,True,False,False,0.0,,0.0,1.99
979,1,3,True,BA.2 + AY.45,21,84,83,63,-1,1,True,True,True,14630.0,13811.0,15449.0,,,,True,False,False,0.0,,0.0,1.98
980,1,3,True,BA.2 + AY.45,55,84,83,29,-1,1,True,True,True,24445.0,24423.0,24467.0,,,,True,False,False,0.0,,0.0,2.0
981,1,3,True,BA.2 + AY.45,31,84,83,53,-1,1,True,True,True,22092.0,21986.0,22198.0,,,,True,False,False,0.0,,0.0,1.96
982,1,3,True,BA.2 + AY.45,58,84,83,26,-1,1,True,True,True,25440.0,25412.0,25467.0,,,,True,False,False,0.0,,0.0,1.99
983,1,3,True,BA.2 + AY.45,45,84,83,39,-1,1,True,True,True,23046.0,23039.0,23053.0,,,,True,False,False,0.0,,0.0,1.98
984,1,3,True,BA.2 + AY.45,55,84,83,29,-1,1,True,True,True,24445.0,24423.0,24467.0,,,,True,False,False,0.0,,0.0,1.99
985,1,3,True,BA.2 + AY.45,10,84,83,74,-1,1,True,True,True,9197.0,9052.0,9342.0,,,,True,False,False,0.0,,0.0,1.97
986,1,3,True,BA.2 + AY.45,70,84,83,14,-1,1,True,True,True,27510.0,27383.0,27636.0,,,,True,False,False,0.0,,0.0,2.01
987,1,3,True,BA.2 + AY.45,49,84,83,35,-1,1,True,True,True,23560.0,23524.0,23597.0,,,,True,False,False,0.0,,0.0,1.98
988,1,3,True,BA.2 + AY.45,62,84,83,22,-1,1,True,True,True,26422.0,26269.0,26575.0,,,,True,False,False,0.0,,0.0,1.99
989,1,3,True,BA.2 + AY.45,52,84,83,32,-1,1,True,True,True,23900.0,23853.0,23946.0,,,,True,False,False,0.0,,0.0,1.97
990,1,3,True,BA.2 + AY.45,64,84,83,20,-1,1,True,True,True,26736.0,26708.0,26765.0,,,,True,False,False,0.0,,0.0,1.99
991,1,3,True,BA.2 + AY.45,7,84,83,77,-1,1,True,True,True,6762.0,6401.0,7122.0,,,,True,False,False,0.0,,0.0,1.97
992,1,3,True,BA.2 + AY.45,54,84,83,30,-1,1,True,True,True,24416.0,24409.0,24422.0,,,,True,False,False,0.0,,0.0,1.98
993,1,3,True,BA.2 + AY.45,60,84,83,24,-1,1,True,True,True,25820.0,25583.0,26058.0,,,,True,False,False,0.0,,0.0,1.98
994,1,3,True,BA.2 + AY.45,35,84,83,49,-1,1,True,True,True,22681.0,22678.0,22684.0,,,,True,False,False,0.0,,0.0,1.96
995,1,3,True,BA.2 + AY.45,24,84,83,60,-1,1,True,True,True,16936.0,16465.0,17408.0,,,,True,False,False,0.0,,0.0,1.97
996,1,3,True,BA.2 + AY.45,43,84,83,41,-1,1,True,True,True,23001.0,22991.0,23011.0,,,,True,False,False,0.0,,0.0,2.09
997,1,3,True,BA.2 + AY.45,26,84,83,58,-1,1,True,True,True,18690.0,18162.0,19218.0,,,,True,False,False,0.0,,0.0,2.03
998,1,3,True,BA.2 + AY.45,52,84,83,32,-1,1,True,True,True,23900.0,23853.0,23946.0,,,,True,False,False,0.0,,0.0,2.05
999,1,3,True,BA.2 + AY.45,43,84,83,41,-1,1,True,True,True,23001.0,22991.0,23011.0,,,,True,False,False,0.0,,0.0,2.03
1000,1,5,True,BA.2 + AY.45,10,84,83,74,-1,1,True,True,True,9197.0,9052.0,9342.0,,,,True,False,False,0.0,,0.0,2.16
